index,推荐人ID,推荐博主名称,博主涉及领域,博主所在平台,跳转链接,推荐理由,推荐时间
334,阿漓,切片计划,影视杂谈,B站,https://b23.tv/H0HyD0c,非常优秀的影评人，有深度，有思考,2021-12-25 17:44:15
335,来自星星的大羊驼,稚嫩的魔法师,历史,B站,https://space.bilibili.com/1276787,以游戏沙盘形式读西晋至东晋历史,2021-12-25 22:30:50
336,w万一y,碳十二,要知识,B站,,,2021-12-26 08:22:10
337,刘乐嘉Leo,哈佛雪梨,英语,B站,https://b23.tv/O0BsnrY,哈佛大学语言教育硕士，原流利说教研负责人，非常好听的英音,2021-12-26 14:23:46
338,刘乐嘉Leo,麻婆地,英语,B站,https://b23.tv/2V5QS4e,B站认证，英式发音非常棒,2021-12-26 14:25:38
339,刘乐嘉Leo,FanfaniShare,英语,B站,https://b23.tv/2H3icOr,在美国教英语的中国人，说得一口非常好听的英音,2021-12-26 14:27:36
340,Fantasy,社会设计在中国,社会设计,bilibili,https://space.bilibili.com/511277177?from=search&seid=6716089218403307356&spm_id_from=333.337.0.0,央美子书老师组织的关于社会设计的系列讲座，是对这个方向的研究入门系列。目前还在持续更新中。,2021-12-26 23:53:13
341,kierin,CodeSheep,计算机,B站，油管,https://space.bilibili.com/384068749?from=search&seid=13959164163245256254&spm_id_from=333.337.0.0,,2021-12-27 12:28:31
342,柳安,Nickcen英语课堂,英语,B站,"【【英语语法速成】英语零基础语法入门班,系列自学课程之初高中英语语法-哔哩哔哩】 https://b23.tv/oBtA0f9",我直到毕业英语都没学明白，在这听明白了，没有英语体系、英语基础很差、英语小白的朋友可以看看，视频基本都2小时以上，但都很值得听,2021-12-27 20:03:03
343,会飞的虾,Abel小智,嵌入式 单片机 物联网,B站,https://www.bilibili.com/video/BV1EB4y1N7iD?spm_id_from=333.999.0.0,超级接地气，贴近实际企业项目需求,2021-12-27 22:40:00
344,且月,女王泡面,红楼梦人物解说,b站,https://space.bilibili.com/2539073?from=search&seid=12573167273730813857&spm_id_from=333.337.0.0,女王泡面真的是对红楼梦的人物剖析很有意思，让你get到绝对不一样的红楼,2021-12-28 16:45:06
345,一叙,碳十二,社科,B站,,,2021-12-29 06:03:58
346,有才华的赵小黑,空卡空卡空空卡,考研,B站,https://space.bilibili.com/16671656/?spm_id_from=333.999.0.0,卡子姐知识区考研UP主，从考研准备初期一直到最后“肖四阶段”给出实用的复习建议，全覆盖全方位全链条的帮助考研同学解决一切考研问题，这是考研同学的主心骨，人美心善的“大”姐姐！,2021-12-29 11:58:10
347,卖橘子的名字,理工男验光师商思林,科普，分享心得,B站,https://space.bilibili.com/437446622,他给大家提供了一些程序的相关心得以及经验【当时查嵌入式的时候查到的】是一位学习力很强的老师👍,2021-12-29 20:41:57
348,酸奶泡泡龙,cocopolaris,教师资格证,B站,https://space.bilibili.com/449144107/?spm_id_from=333.999.0.0,,2021-12-29 22:17:00
349,西瓜皮与勇士,作曲奥校-陈文戈,音乐,B站,https://space.bilibili.com/10348238?from=search&seid=9952812002049377941&spm_id_from=333.337.0.0,”作曲理论日新月异，奥校助你一臂之力~“,2021-12-31 00:58:21
350,兔兔,忘了,学习,B站,,,2021-12-31 13:28:17
351,游欸一,讲历史的赵冬梅,历史,B站,https://space.bilibili.com/1575033396?from=search&seid=14815546470152668791&spm_id_from=333.337.0.0,北大历史系教授入驻B站啦,2021-12-31 15:44:18
352,放羊,国家玮-开明致学,高考语文,B站,,北大中文系的博士——国家玮，十分生动形象，脱口2倍速，问题很通俗也很深刻，直达病灶！,2021-12-31 18:06:49
353,CNtei,善解童贞2001,全面性教育,B站,https://space.bilibili.com/1669014509,爱与科学解读孩子的性,2022-01-01 02:27:47
354,CNtei,-绅士法则-,礼仪,B站,https://space.bilibili.com/1788918384/,你好，绅士！,2022-01-01 02:29:09
355,CNtei,心理学于悦,心理,B站,https://space.bilibili.com/1167671073/,中国政法大学社会学院心理系，硕士生导师,2022-01-01 02:30:00
356,CNtei,深圳卫健委,卫生,B站,https://space.bilibili.com/698057488/,大家好，我是深小卫(๑˃̵ᴗ˂̵)一起变强变美变优秀！,2022-01-01 02:31:31
357,CNtei,Calm心理,心理,B站,https://space.bilibili.com/495818507/,南京师范大学心理硕士，省级三甲医院全职心理治疗师 科普方向：个人成长、原生家庭、人际交往、情绪管理等,2022-01-01 02:32:43
358,htfc786,鱼C-小甲鱼,编程,b站,https://www.bilibili.com/video/BV17s411N78s,very good，篇向c语言初学者,2022-01-01 15:26:06
359,刘小时123,安慰记心理小店,心理,B站和 微信公众号“安慰记心理小店”,,这是我大四那段很煎熬的时间里偶然发现的一个up主，一直觉得很幸运，知道了他们，让我在那段时间能坚持下来，可以鼓起勇气参加一场场面试，自我缓解第一次实习过程中的压力，每次看店长她们视频所谈的内容时，感觉都是自己现在所经历和困惑的问题，所以每当不开心和感到压力很大时就会去看他们的。,2022-01-02 02:03:33
360,夜猫子路过,碳十二,知识普及,哔哔,,了解有没有自己喜欢专业课,2022-01-02 15:28:11
361,Vigi,AHALOLO,时尚,B站,https://space.bilibili.com/353368172?from=search&seid=3410809305901318277&spm_id_from=333.337.0.0,时尚区的科普博主吃瓜博主和得罪博主（哈哈哈），视频内容主要是时尚品牌科普、季度大秀解析、时尚圈吃瓜等等等等，入股不亏啊家人们！！！,2022-01-02 18:25:40
362,薄雾丷,犄角啊犄角,小说写作技能,B站,https://space.bilibili.com/442263318/video,,2022-01-02 22:13:02
363,薄雾丷,大啊毛君,小说写作技能,B站,https://space.bilibili.com/21036078/video,,2022-01-02 22:14:54
364,https://space.bilibili.com/505804338,技术研究院,科普、电气技术知识、技能培训、自动化知识,B站,https://space.bilibili.com/505804338,ABplc讲的不错，直播内容解答详细！后续会退出更多技能方面的免费知识。,2022-01-03 00:59:21
365,sylvanaskk,生物化学online,生物化学,B站,https://space.bilibili.com/646522988?from=search&seid=1449435892161531919&spm_id_from=333.337.0.0,讲得很好的小姐姐，虽然是考研生化但是对普通人了解身体机制也有帮助,2022-01-03 08:49:45
366,顾我心安,小黑课堂计算机二级,计算机二级MS Office,B站,https://www.bilibili.com/video/BV1YV411a7o7?t=17.1,要考计算机的同学们可以去听一下,
367,Karsa,五,无,无,,,
368,Yt,_碳十二_,科普,B站,【必收藏！百万人浏览后，大家共建了一份全网免费优质课程资源库-哔哩哔哩】 https://b23.tv/optTOhO,优质课程资源库,
369,荔枝RIO,所长林超,科普,B站,【所长林超的个人空间-哔哩哔哩】 https://b23.tv/8laxcPI,up主结合时事分析当前世界发展态势，逻辑清晰，思路明确，每次看完都感觉豁然开朗~,
370,荔枝RIO,小钟Johnny,分享非洲生活,b站,【小钟Johnny的个人空间-哔哩哔哩】 https://b23.tv/GIhA5h0,up主是一名正在非洲工作旅居的小伙子，投稿视频是他每天在非洲生活的真实见闻，介绍了非洲当地人的真实生活,
371,Jimlin,鹅姐职场,职场,B站,https://space.bilibili.com/109606796,干活满满的职场up主，应届生可以通过这个提前了解和学习，职场老油条可以反思自己的职业生涯，人总是需要有别人提醒你改进的。,
372,王权予之,青蛙刀圣_1993,经典电影、小说结合现实、历史后的深度解读，。,B站,https://space.bilibili.com/17588331?from=search&seid=13515812785267609396&spm_id_from=333.337.0.0,相信我，绝对能在趣味中学到很多知识。（灵魂画手，看了就知道什么意思）,
373,谢不肉,谢拉克洛瓦,艺术建筑,B站,【艺术大师｜马蒂斯（上）：大家都叫他「野兽派」，从来如此，便对么？-哔哩哔哩】 https://b23.tv/5TaslAx,b站最好的艺术博主！文案超级棒！快来关注！,
374,游余,英语的平行世界,英语学习,B站,,英语的知识覆盖面全，有基础讲解，也有高级的语法,
375,西风塞马,猫盟CFCA,环境保护,B站,https://space.bilibili.com/421653798/?spm_id_from=333.999.0.0,猫盟是国内做动物保护知名度比较高的民间组织，在这里可以看到野生动物保护的一些知识,
376,西方塞马,纳米比亚海洋保护队,环境保护,B站,https://space.bilibili.com/2014688638/?spm_id_from=333.999.0.0,在这里可以看到帮助海狮摆脱海洋垃圾困扰的工作日常，非常治愈！,
377,西方塞马,H2元素实验室,化学,B站,https://space.bilibili.com/414878461/?spm_id_from=333.999.0.0,,
378,西风塞马,小罐头工作室,军事,B站,https://space.bilibili.com/17932574/?spm_id_from=333.999.0.0,实用军事知识,
379,西风塞马,天哥地说,地质,B站,https://space.bilibili.com/293589102/,,
380,西方塞马,我们都是社畜,动物,B站,https://space.bilibili.com/1481344732/,有趣的动物故事,
381,西方塞马,夜行抹茶,摄影、旅行,B站,https://space.bilibili.com/1327845,,
382,西风塞马,方猫boom,生活用品科普,B站,https://space.bilibili.com/138624168/,,
383,朱朱,Jason-老湿,声乐,b站,UID:540564177,很沙雕的教声乐 有趣还挺有用,
384,87310336602_bili,_碳十二_,所有,B站,,,
385,传说真相,秋爸是奶爸,日语,B站,,搬运各种日语综艺，但是只有日语字幕，想学习日语，提高日语听力的人的福音。,
386,传说真相,Chubbyemu,医学+英语,B站,,“这是他身体里发生的变化”这个梗的由来，生动讲述每个奇葩医学案例，为医学英语学习者和医学生提供一个良好的学习专业名词的平台。,
387,流浪中的路人,底层原理,毒品和药物,b站,https://space.bilibili.com/26606146?spm_id_from=333.788.b_765f7570696e666f.1,我觉得可以让大家多多了解了解毒品和药物方面的知识,
388,不染,英语兔,英语,B站,https://www.bilibili.com/video/BV1r54y1m7gd?share_source=copy_web,宝藏,
389,不染,佟大大还是ETT,数学,b站,https://www.bilibili.com/video/BV1fJ411R73E?share_source=copy_web,,
390,还没午睡,韩语养乐多老师,二外,B站,,自学韩语就选养乐多老师！从发音入门到众多韩语歌教学，教学经验丰富~,
391,青蛙外婆,杜滑滑,科普,bilibili,【央视纪录片《商界大伽/不走寻常路的人》全5集 国语中字 1080P高清纪录片-哔哩哔哩】 https://b23.tv/CklHh85,有很多好看的纪录片，IMAX、Netflix、探索频道、CCTV等~一起看起来呀,
392,青蛙外婆,哔哩哔哩纪录片,纪录片,bilibili,【哔哩哔哩纪录片的个人空间-哔哩哔哩】 https://b23.tv/PTiTNtD,纪录片的资源非常多~打开它，就看见了更大的世界，喜欢探索的小伙伴，冲鸭,
393,青蛙外婆,纪录片我去看世界,旅行,bilibili,【纪录片我去看世界的个人空间-哔哩哔哩】 https://b23.tv/YhSl6rC,知名的旅行UP主，记录了一路旅行的见闻，朝鲜、非洲、马达加斯加、欧洲。。疫情不能出国旅行，咱们跟着视频去旅行吧~,
394,青蛙外婆,纪录片之家字幕组,科普,bilibili,【纪录片之家字幕组的个人空间-哔哩哔哩】 https://b23.tv/8nxuwT0,很多纪录片资源哦，且个人感觉这些纪录片还蛮小众的，精致的美,
395,青蛙外婆,猎手吧,科普,bilibili,【猎手吧的个人空间-哔哩哔哩】 https://b23.tv/zLnWiE0,有蛮多好看的有意思的纪录片，涉及的领域也很广，值得一看，可以学到很多知识~,
396,青蛙外婆,历史启示录,科普、历史,bilibili,历史启示录的个人空间-哔哩哔哩】 https://b23.tv/qZRx0aM,详细分类介绍了很多个国家的历史（纪录片的形式），可以进主页找一下有没有感兴趣的~,
397,青蛙外婆,唯一讲述者,好玩,bilibili,【唯一讲述者的个人空间-哔哩哔哩】 https://b23.tv/meLcMK0,各种话题，坐地铁、上厕所之类的碎片时间可以刷一刷，视频时长不长的~,
398,我就一位刚刚入门普通工程师,唐老师讲电赛,电子信息工程硬件类实操,无,,,
399,枣早早,致W,韩语教学,B站,https://www.bilibili.com/video/BV1nJ41127Bz?share_source=copy_web,有500+节课，时长几分钟到四十几不等，零基础，如果学完了不知道有多nb,
400,843022356@qq.com,刑法学,罗翔,B站,,,2022-02-03 22:34:01
401,P_M_sky,游戏史,芒果冰ol,bilibili,https://space.bilibili.com/617285?from=search&seid=36790187288694304&spm_id_from=333.337.0.0,学到很多关于游戏的知识，对想从事游戏行业的人有帮助,2022-02-05 10:54:30
402,逆潮而动,羽毛球教学,宝藏教练聪聪,bilibili,https://space.bilibili.com/1198291210?share_medium=iphone&share_plat=ios&share_session_id=751B6375-F168-421B-ABBA-2BF09EFD8EC8&share_source=WEIXIN&share_tag=s_i&timestamp=1644213060&unique_k=0bt3W0X,专业系统的羽毛球教学，看完感觉很有用！,2022-02-06 13:51:46
403,_Lucas_,数据分析基础入门,戴戴戴师兄,B站,https://space.bilibili.com/86758610?from=search&seid=9030355727450769308&spm_id_from=333.337.0.0,,2022-02-09 16:18:57
404,潇主播,《用AE做个酷酷的动画，duik16高级动画案例》,视频设计师MG先生,B站,https://b23.tv/M5JsmVd,AE里的duik插件L2D动画制作非常浅显易懂！MG动画商业案例也不错,2022-02-13 00:15:41
405,---boom,《洞察社会系列》,王小七Fire,B站,https://space.bilibili.com/680677803,不定期带你深度思考某个社会事件，锻炼独立思维，杜绝人云亦云。,2022-02-13 22:37:58
406,---boom,《英语学习》,杨亮讲英文,B站，百度翻译,https://space.bilibili.com/298786044,幽默、帅气又学识渊博的英语博主，每个视频里都有干货。,2022-02-13 22:42:50
407,---boom,《生活物理》,不刷题的吴姥姥,B站,https://space.bilibili.com/395877542,同济大学物理学教授，紧跟时事，玩转物理。,2022-02-13 22:48:36
408,---boom,《远离网络诈骗》,TOM表哥,B站,https://space.bilibili.com/121225592,和骗子抢时间、抢客户，让你的字典里再也没有电信诈骗。,2022-02-13 22:51:44
409,春水煎茶,文学理论课程全集 共32讲 2019年秋,杨宁,B站,https://www.bilibili.com/video/BV1LE411e7NE,杨老师的文学理论课真的浅入深出，无论是中文系的学生还是非中文系的学生看了都会有收获,2022-02-16 10:29:29
410,流浪中的路人,反诈骗,公孙田浩,b站,https://space.bilibili.com/512574759?spm_id_from=333.788.b_765f7570696e666f.1,让大家更好的反诈骗,2022-02-16 18:06:42
411,琉 蓝,无,我是黄鸭兄,B站,https://space.bilibili.com/390513216?from=search&seid=11877488277125138411&spm_id_from=333.337.0.0,书籍解读角度、观点、剖析很独到,2022-02-26 21:44:35
412,绝尘ing,中医基础理论,潘毅,B站,,潘毅教授针对普通非专业认识出的中医基础理论，有助于自己及家人朋友的养生保健。,2022-03-06 15:02:07
413,笨笨！,调侃企业发展史,曹小灵比比叨,哔哩哔哩,https://space.bilibili.com/298753342,历史总是惊人的相似，在吐槽同了解你身边的企业,2022-03-12 23:05:50
414,韩萧521,2个视频所有都好,老奇好好奇,b站,https://www.bilibili.com/video/BV1fq4y1g7hq?from=search&seid=6876546552060844700&spm_id_from=333.337.0.0,up主深根通信领域4个月调研了华为关于5G的极化码背后的故事，并用通俗易懂的方式让我们听懂。也可以用他的思路快速了解一个领域，强烈推荐！！！第一个视频700多万播放量,2022-03-18 23:11:28
415,blues,如何系统学习英语,昂克英文君,bilibili,https://www.bilibili.com/video/BV1jE41157bX?spm_id_from=333.999.0.0,千万不要以为这个视频的名字很扯就退出了，看完这个视频后你就清楚学英语的一切了，一点都没夸张，是提升英语的综合能力，能力上去后，什么考试都好讲，而且不是应试学习，很有乐趣,2022-04-04 19:32:40
416,紫小圣,工业设计,SamzDesign,B站,https://space.bilibili.com/390124595,为数不多产品设计和生产工程都有涉猎的up，设计学院最大短板就是对于生产端的认知不足，比绝大多数学校课堂强多了。,2022-04-11 18:00:15
417,紫小圣,工业设计,设计拆想,B站,https://space.bilibili.com/526503131,产品拆解过程中，理解设计的想法。【up的自我介绍】,2022-04-12 10:56:28
418,紫小圣,工业设计,想哥的工业设计,B站,https://space.bilibili.com/454327927,工业设计视觉动力的作者，B站更了视觉动力的视频。个人觉得算不上非常优秀，但好在自成体系。,2022-04-12 11:00:47
419,汇来吧唧,心理,武志红,B站,【武志红讲心理的个人空间-哔哩哔哩】 https://b23.tv/YUkrdvp,武志红的视频都是精品,
420,热愛可抵岁月漫長-,科研人绘图软件,无,B站,"https://space.bilibili.com/587039260/dynamic?spm_id_from=444.41.list.card_avatar.click
https://space.bilibili.com/519457640/dynamic?spm_id_from=444.41.list.card_avatar.click",科研人绘图软件，比如：Origin、arcgis等,
421,Balter_Lettor,四六级 考研 专升本课程,我是瑞斯拜,B站,,四六级冲分计划看他没错 预测四级作文和翻译很厉害,
422,（─__─）,取景框看世界,高考志愿、大学成长,B站,https://b23.tv/cyuDJ6I,,
423,达拉崩吧,龚政,学习,b站,无,无,
424,蕀蒬,赤色幽灵指南,哲学,B站,https://space.bilibili.com/56730666?spm_id_from=333.337.0.0,对于哲学有深刻的思想理解，无论是新人还是有一定基础的人都能受益匪浅,
425,今年要上岸！,王一快,职场/法律,b站,https://space.bilibili.com/46394862?spm_id_from=333.337.0.0,在校或是刚入职场的UU们，这位宝藏up主你值得拥有，有趣搞笑又干货满满，教你职业选择，传授职场技巧！,
426,哼文,八哥smile,英语,b站,https://space.bilibili.com/384234870,疯癫和逗比的风格,
427,憨厚的羞涩长耳兔,小明同学不懂艺术,艺术，尤其是美术画作,B站,https://space.bilibili.com/548968293,带你追本溯源一些画作的历史故事，揭开他们的真正面目,
428,爱吃面包的小牛爸爸,内森の日常,宝藏资源和课程,B站,https://space.bilibili.com/492387019,有精彩的大师课，主要是外版内容的搬运~,
429,唐德勒,一婶是Ethan,达芬奇调色剪辑教程,小破站,https://b23.tv/HJvX29H,真正用心讲软件剪辑调色思路而不是讲如何花里胡哨炫技，每期必看up主,
